,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Is old
4024,I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,young
2170,I,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,young
144,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,young
2968,M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,young
3138,M,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,young
333,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,young
2100,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,young
4119,M,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,young
1175,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,young
3425,M,0.64,0.51,0.17,1.3715,0.567,0.307,0.409,young
41,F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,young
812,F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,old
1575,M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,young
2262,M,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,young
3247,M,0.55,0.435,0.16,0.906,0.342,0.219,0.295,old
3154,M,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,young
1339,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,young
2821,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,young
3995,I,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,young
3945,M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,old
3727,I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,young
2729,I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,young
1585,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,young
1124,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,young
786,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,old
2267,F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,old
4033,I,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,young
1960,F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,old
829,I,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,young
4120,I,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,young
3470,F,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,young
619,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,young
3509,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,young
1899,F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,young
1885,M,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,young
377,M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,young
291,M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,old
1777,M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,young
3584,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,young
2608,F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,young
570,F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,young
810,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,old
4125,I,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,young
551,I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,old
1377,M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,young
2393,M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,young
2836,M,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,young
3676,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,young
1782,M,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,young
3600,M,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,old
3197,I,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,young
1421,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,young
2967,M,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,young
1844,I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,young
1322,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,young
2052,F,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,young
3035,M,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,young
23,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,old
2784,M,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,young
2346,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,old
3027,I,0.495,0.375,0.115,0.507,0.241,0.103,0.15,young
49,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,young
2994,F,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,young
1297,M,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,young
467,F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,old
780,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,old
1851,I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,young
1763,M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,old
3801,M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,old
2668,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,young
2887,M,0.505,0.365,0.115,0.521,0.25,0.096,0.15,young
27,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,young
1348,I,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,young
1241,I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,young
1357,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,young
1311,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,young
1974,M,0.68,0.54,0.155,1.534,0.671,0.379,0.384,young
2223,F,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,old
1972,F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,young
3455,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,young
3037,I,0.55,0.445,0.145,0.783,0.3045,0.157,0.265,young
567,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,old
2588,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,young
2850,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,young
1190,M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,old
1487,F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,young
1010,F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,young
1811,M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,young
849,F,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,young
3543,I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,young
3371,M,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,old
1716,M,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,young
285,M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,old
3986,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,young
3126,M,0.585,0.46,0.15,1.206,0.581,0.216,0.323,young
1141,M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,young
1197,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,young
2171,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,young
3558,I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,young
10,F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,old
2777,M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,young
2589,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,young
1263,I,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,young
2596,F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,young
1419,M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,young
1904,M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,young
832,I,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,young
782,M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,old
3452,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,young
3793,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,old
1465,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,young
3496,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,young
4101,F,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,young
959,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,young
2148,M,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,old
1977,M,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,old
2711,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,young
2745,M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,young
2239,I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,young
974,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,young
2771,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,young
1687,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,old
1679,I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,old
1238,I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,young
2643,I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,young
338,M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,old
1393,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,young
3218,M,0.425,0.34,0.12,0.388,0.149,0.087,0.125,young
2489,M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,old
2474,F,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,old
2192,M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,old
3502,M,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,old
1614,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,old
1024,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,young
760,M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,old
1056,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,young
3408,I,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,young
2127,F,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,young
2517,I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,young
490,F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,old
1470,M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,young
2379,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,old
1040,F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,young
4093,F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,young
3447,I,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,young
3947,M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,old
1115,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,young
170,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,old
272,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,old
2906,M,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,young
3147,M,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,old
2130,M,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,old
2372,M,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,young
3660,M,0.545,0.41,0.14,0.737,0.349,0.15,0.212,young
1163,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,young
1858,I,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,young
1705,M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,young
2104,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,young
3342,F,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,old
4110,M,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,young
107,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,young
1900,M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,young
2584,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,young
2284,I,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,young
1735,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,old
3308,F,0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,young
2317,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,old
337,M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,old
269,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,young
3032,I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,young
461,M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,young
2122,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,young
2107,M,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,old
2452,M,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,young
492,M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,old
2619,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,old
1192,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,young
3606,I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,young
1431,I,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,young
739,M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,old
4032,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,young
2059,M,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,young
3317,M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,old
1816,F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,young
2275,M,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,old
4068,I,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,young
2032,F,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,young
3891,M,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,old
2074,F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,young
2207,F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,young
2575,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,young
1288,I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,young
3922,M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,young
2290,F,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,young
2775,F,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,young
3,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,young
3665,I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,young
1025,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,young
3149,F,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,old
877,M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,young
470,M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,old
71,M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,old
2623,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,old
3360,I,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,old
3339,F,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,old
505,F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,old
211,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,young
4106,F,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,young
3119,M,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,young
3718,I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,young
2667,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,young
3837,M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,young
4015,M,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,young
1835,I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,young
2329,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,old
3688,I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,young
513,F,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,young
1948,M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,old
3758,I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,young
2402,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,old
1172,M,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,young
3803,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,young
1776,I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,young
2535,M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,old
4094,M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,young
894,I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,young
801,M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,young
363,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,old
1125,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,young
1935,M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,young
3696,F,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,young
3628,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,young
1712,M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,young
3401,M,0.53,0.43,0.135,0.879,0.28,0.2165,0.25,young
864,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,young
3771,I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,young
3795,M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,young
3309,M,0.275,0.2,0.08,0.099,0.037,0.024,0.03,young
3058,M,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,old
4170,M,0.52,0.385,0.165,0.791,0.375,0.18,0.1815,young
3166,F,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,young
1880,I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,young
2332,M,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,old
3572,F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,young
365,F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,old
1665,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,young
1539,I,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,young
430,F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,old
3017,I,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,young
1947,M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,old
496,F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,old
3918,I,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,old
2757,I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,young
869,F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,young
4023,M,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,young
1978,F,0.7,0.575,0.205,1.773,0.605,0.447,0.538,old
3530,I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,young
873,M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,young
3866,M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,old
539,M,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,young
690,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,young
755,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,old
2383,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,young
3972,I,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,young
1686,I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,young
2250,F,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,old
1836,I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,young
789,F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,young
1254,I,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,young
3906,M,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,young
3005,F,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,young
3313,F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,old
1709,M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,old
1799,M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,young
2818,I,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,young
4057,M,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,young
232,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,old
662,I,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,young
1944,F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,young
3575,F,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,young
341,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,old
908,I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,young
3204,F,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,old
1367,I,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,young
1545,I,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,young
2302,F,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,young
1070,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,young
3559,I,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,young
1966,M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,young
3355,F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,young
3723,I,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,young
82,M,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,old
1088,I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,young
677,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,old
2027,F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,young
4086,M,0.585,0.51,0.16,1.218,0.639,0.241,0.3,young
2723,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,young
1767,F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,young
3448,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,young
2031,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,young
2679,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,young
1992,I,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,young
3165,F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,old
1139,M,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,young
3205,F,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,old
2712,I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,young
3980,M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,young
1555,I,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,young
2793,M,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,young
378,F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,young
768,M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,young
238,I,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,young
2169,M,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,young
1508,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,young
1062,I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,young
1494,I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,young
1953,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,young
703,F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,young
2513,M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,young
3868,F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,old
213,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,old
3882,F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,young
862,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,old
1398,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,young
919,I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,young
4131,M,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,young
844,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,young
2741,I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,young
1475,M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,young
3427,M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,old
2969,F,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,old
1507,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,young
1873,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,young
506,M,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,old
217,M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,young
3271,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,old
389,M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,old
1734,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,young
2473,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,old
762,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,old
1406,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,old
2884,I,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,young
329,M,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,young
2397,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,old
3489,I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,young
1277,I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,young
22,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,young
1741,F,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,young
34,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,old
3348,M,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,young
821,I,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,young
1861,I,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235,young
1438,I,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,young
1699,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,young
2418,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,young
3231,M,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,young
287,M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,young
2231,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,old
2414,F,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,old
4141,F,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,young
532,F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,old
4000,I,0.415,0.31,0.095,0.34,0.181,0.057,0.083,young
1819,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,young
3637,I,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,young
1161,F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,young
2161,M,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,old
3232,M,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,old
1988,I,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,young
2788,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,young
2040,I,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,young
1656,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,young
1030,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,young
3199,M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,young
6,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,young
2989,M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,young
581,F,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,young
1104,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,young
904,I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,young
1211,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,young
2080,F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,young
2713,I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,young
2412,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,young
